structure_id,native_refold_tm_percent,reference_mode,backend,backend_label
8k33_H_E,99.4997823393804,relaxed,esmfold2,ESM
8k33_H_F,99.68012670190971,relaxed,esmfold2,ESM
8k33_H_G,99.59250365419187,relaxed,esmfold2,ESM
8k33_I_A,99.7047031753908,relaxed,esmfold2,ESM
8k33_I_B,99.56160563844176,relaxed,esmfold2,ESM
8k33_I_C,99.62725024857384,relaxed,esmfold2,ESM
8k33_I_D,99.63705214797616,relaxed,esmfold2,ESM
8k33_I_E,99.63825410624663,relaxed,esmfold2,ESM
8k3a_H_A,99.09134152115406,relaxed,esmfold2,ESM
8k3l_H_A,99.47030844332608,relaxed,esmfold2,ESM
8k3l_H_B,99.16289054798268,relaxed,esmfold2,ESM
8k3l_H_C,98.96882407248042,relaxed,esmfold2,ESM
8k3l_H_D,99.41487623206903,relaxed,esmfold2,ESM
8k4q_H_A,96.23511563798044,relaxed,esmfold2,ESM
8kae_H_A,71.08342217827898,relaxed,esmfold2,ESM
8odx_H_A,89.87919939319838,relaxed,esmfold2,ESM
8owt_H_A,97.62533142875904,relaxed,esmfold2,ESM
8owt_H_B,97.7472209654548,relaxed,esmfold2,ESM
8owt_H_C,98.54871414854468,relaxed,esmfold2,ESM
8owt_H_D,98.68346691682488,relaxed,esmfold2,ESM
8owv_H_A,97.3857156183493,relaxed,esmfold2,ESM
8ozb_H_A,93.95916443669388,relaxed,esmfold2,ESM
8ozb_H_B,95.02955686254236,relaxed,esmfold2,ESM
8pih_H_A,89.780138840433,relaxed,esmfold2,ESM
8pih_H_B,94.7756602221871,relaxed,esmfold2,ESM
8pkc_H_A,96.17024856076178,relaxed,esmfold2,ESM
8pkc_H_B,96.87346032391191,relaxed,esmfold2,ESM
8q7s_H_A,96.74979980853816,relaxed,esmfold2,ESM
8q7s_H_B,98.79148907958708,relaxed,esmfold2,ESM
8q7s_H_C,98.67018067367908,relaxed,esmfold2,ESM
8q7s_H_D,98.6273644291298,relaxed,esmfold2,ESM
8q7s_H_E,98.7987818095176,relaxed,esmfold2,ESM
8q7s_H_F,97.3708677080526,relaxed,esmfold2,ESM
8q93_H_A,92.65227810301816,relaxed,esmfold2,ESM
8q93_H_B,92.48522746733472,relaxed,esmfold2,ESM
8q94_H_A,94.69451680775929,relaxed,esmfold2,ESM
8q94_H_B,93.9900910421675,relaxed,esmfold2,ESM
8q95_H_A,93.23198491587914,relaxed,esmfold2,ESM
8q95_H_B,90.66419526570633,relaxed,esmfold2,ESM
8qf3_H_A,27.817510826093805,relaxed,esmfold2,ESM
8qf3_H_B,27.257601708143675,relaxed,esmfold2,ESM
8qf5_H_A,42.92979161084502,relaxed,esmfold2,ESM
8qf5_H_B,66.4711849549758,relaxed,esmfold2,ESM
8qgx_H_A,99.58719759574484,relaxed,esmfold2,ESM
8qj2_H_A,89.68334152423827,relaxed,esmfold2,ESM
8qot_H_A,63.8308998217849,relaxed,esmfold2,ESM
8r61_H_A,95.52433775085768,relaxed,esmfold2,ESM
8r61_H_B,96.67352182983504,relaxed,esmfold2,ESM
8r61_H_C,96.893431585182,relaxed,esmfold2,ESM
8r61_H_D,96.31294212190204,relaxed,esmfold2,ESM
8r61_H_E,96.27675563048808,relaxed,esmfold2,ESM
8r61_H_F,97.51031936287156,relaxed,esmfold2,ESM
8r80_H_A,98.38402683778538,relaxed,esmfold2,ESM
8r80_H_B,97.35233197530997,relaxed,esmfold2,ESM
8rby_H_A,97.42804773709156,relaxed,esmfold2,ESM
8rcq_H_A,46.75380846634247,relaxed,esmfold2,ESM
8rj7_H_A,98.34079238430137,relaxed,esmfold2,ESM
8rj7_H_B,98.1809601840902,relaxed,esmfold2,ESM
8rj7_H_C,98.76407165312682,relaxed,esmfold2,ESM
8rj7_H_D,96.94327901848484,relaxed,esmfold2,ESM
8rj7_H_E,97.75015082013977,relaxed,esmfold2,ESM
8rmm_H_A,68.30905533050527,relaxed,esmfold2,ESM
8rqf_H_A,85.04904563061548,relaxed,esmfold2,ESM
8rwf_H_A,82.54085639727364,relaxed,esmfold2,ESM
8rwf_H_B,80.93420467276344,relaxed,esmfold2,ESM
8rwf_H_C,83.57559996378156,relaxed,esmfold2,ESM
8sk5_H_A,98.62902278480908,relaxed,esmfold2,ESM
8t58_H_A,49.734721231822135,relaxed,esmfold2,ESM
8t58_H_B,86.68433865845438,relaxed,esmfold2,ESM
8t9y_H_A,47.54642456466477,relaxed,esmfold2,ESM
8tb7_H_A,83.94387058770171,relaxed,esmfold2,ESM
8tgz_H_A,48.67109146898931,relaxed,esmfold2,ESM
8tii_H_A,64.43801960365695,relaxed,esmfold2,ESM
8u3s_H_A,97.14202884215396,relaxed,esmfold2,ESM
8u4v_H_A,69.65367346003943,relaxed,esmfold2,ESM
8u9y_H_A,65.79047374096865,relaxed,esmfold2,ESM
8uoa_H_A,84.2762254477865,relaxed,esmfold2,ESM
8w90_H_A,90.72593122796896,relaxed,esmfold2,ESM
8w90_H_B,94.86618641284062,relaxed,esmfold2,ESM
8w90_H_C,94.62536965202617,relaxed,esmfold2,ESM
8wnp_H_A,69.47192410295116,relaxed,esmfold2,ESM
8wnp_H_B,59.37785580109583,relaxed,esmfold2,ESM
8wnu_H_A,55.45593400991713,relaxed,esmfold2,ESM
8wnu_H_B,73.55365908722771,relaxed,esmfold2,ESM
8wo4_H_A,72.64629815780664,relaxed,esmfold2,ESM
8wo4_H_B,67.4782574075087,relaxed,esmfold2,ESM
8x7n_H_A,94.45889550925556,relaxed,esmfold2,ESM
8x7n_H_B,95.5843242920942,relaxed,esmfold2,ESM
8x7n_H_C,94.53250830916072,relaxed,esmfold2,ESM
8x7n_H_D,94.5227175298936,relaxed,esmfold2,ESM
8x7n_H_E,94.3838632309641,relaxed,esmfold2,ESM
8xk2_H_A,95.17603520028862,relaxed,esmfold2,ESM
8xk2_H_B,95.00433425523198,relaxed,esmfold2,ESM
8xk2_H_C,96.17292837157709,relaxed,esmfold2,ESM
8xk2_H_D,89.85050333054818,relaxed,esmfold2,ESM
8xld_H_A,98.5893452357777,relaxed,esmfold2,ESM
8xvj_H_A,72.69780550971142,relaxed,esmfold2,ESM
8xvk_H_A,65.09619052475847,relaxed,esmfold2,ESM
8xvl_H_A,70.59040502993078,relaxed,esmfold2,ESM
8ybl_H_A,98.6708948562467,relaxed,esmfold2,ESM
8ybm_H_A,98.38567723281608,relaxed,esmfold2,ESM
8ybm_H_B,97.9956414306052,relaxed,esmfold2,ESM
8ybn_H_A,95.58294189974184,relaxed,esmfold2,ESM
8ybo_H_A,98.68640200294948,relaxed,esmfold2,ESM
8ybo_H_B,98.76116440713236,relaxed,esmfold2,ESM
8ybp_H_A,96.9231753444808,relaxed,esmfold2,ESM
8yns_H_A,71.13880019462178,relaxed,esmfold2,ESM
8ynt_H_A,66.81604922145128,relaxed,esmfold2,ESM
8ysf_H_A,96.24291049830975,relaxed,esmfold2,ESM
8ysf_H_B,95.60645768261556,relaxed,esmfold2,ESM
8ysh_H_A,96.64824598035058,relaxed,esmfold2,ESM
8yw6_H_A,29.878496095058704,relaxed,esmfold2,ESM
8yw8_H_A,48.52549093212944,relaxed,esmfold2,ESM
8z8l_H_A,92.51446659877612,relaxed,esmfold2,ESM
8zbb_H_A,84.23066121964087,relaxed,esmfold2,ESM
8zer_H_A,98.11204828557646,relaxed,esmfold2,ESM
8zer_H_B,98.55785858655224,relaxed,esmfold2,ESM
8zer_H_C,97.69947647315178,relaxed,esmfold2,ESM
8zer_H_D,97.64605669013528,relaxed,esmfold2,ESM
8zer_H_E,97.91994406703246,relaxed,esmfold2,ESM
8zes_H_A,98.35360453412596,relaxed,esmfold2,ESM
8zes_H_B,98.03363937400935,relaxed,esmfold2,ESM
8zes_H_C,97.81770040312526,relaxed,esmfold2,ESM
8zes_H_D,98.36288983519012,relaxed,esmfold2,ESM
8zes_H_E,97.91220797240334,relaxed,esmfold2,ESM
8zrd_H_A,98.12352965286634,relaxed,esmfold2,ESM
8zrd_H_B,91.16034875059732,relaxed,esmfold2,ESM
9b2c_H_A,63.7854416792575,relaxed,esmfold2,ESM
9bei_H_A,65.18445297188535,relaxed,esmfold2,ESM
9cmi_H_A,78.62763879138855,relaxed,esmfold2,ESM
9co7_H_A,93.34533594525648,relaxed,esmfold2,ESM
9co9_H_A,93.69340923991828,relaxed,esmfold2,ESM
9d3e_H_A,66.18825328426618,relaxed,esmfold2,ESM
9d3g_H_A,67.53382145698306,relaxed,esmfold2,ESM
9dpe_H_A,75.64293017957519,relaxed,esmfold2,ESM
9ee5_H_A,59.83424592456741,relaxed,esmfold2,ESM
9ehs_H_A,64.31361332655075,relaxed,esmfold2,ESM
9ei5_H_A,69.38990340295344,relaxed,esmfold2,ESM
9ekh_H_A,66.53142628718946,relaxed,esmfold2,ESM
9ert_H_A,93.85025618340843,relaxed,esmfold2,ESM
9eru_H_A,92.52049060606244,relaxed,esmfold2,ESM
9eru_H_B,94.52677623935786,relaxed,esmfold2,ESM
9eru_H_C,95.67832664221928,relaxed,esmfold2,ESM
9eru_H_D,95.27327798566223,relaxed,esmfold2,ESM
9erw_H_A,92.94047601064604,relaxed,esmfold2,ESM
9etl_H_A,96.28559201884762,relaxed,esmfold2,ESM
9etl_H_B,96.21451727624408,relaxed,esmfold2,ESM
9ezi_H_A,98.72108134972848,relaxed,esmfold2,ESM
9ezu_H_A,97.7629295124912,relaxed,esmfold2,ESM
9ezw_H_A,98.31116783860875,relaxed,esmfold2,ESM
9fww_H_A,97.7989125968844,relaxed,esmfold2,ESM
9fzc_H_A,87.96444517706252,relaxed,esmfold2,ESM
9fzc_H_B,87.89348239947216,relaxed,esmfold2,ESM
9fzd_H_A,87.22269451865915,relaxed,esmfold2,ESM
9g4g_H_A,92.58726668703612,relaxed,esmfold2,ESM
9g5l_H_A,94.45829373585669,relaxed,esmfold2,ESM
9g5z_H_A,96.09632102492992,relaxed,esmfold2,ESM
9gcn_H_A,91.03238518467067,relaxed,esmfold2,ESM
9gcn_H_B,91.72860229708049,relaxed,esmfold2,ESM
9gcn_H_C,93.73810569024272,relaxed,esmfold2,ESM
9gcn_H_D,91.1594573826054,relaxed,esmfold2,ESM
9glz_H_A,93.10014595155994,relaxed,esmfold2,ESM
9glz_H_B,96.29628253364169,relaxed,esmfold2,ESM
9h1f_H_A,95.86354282089076,relaxed,esmfold2,ESM
9hap_H_A,71.87948157737914,relaxed,esmfold2,ESM
9hb3_H_A,73.36950058006478,relaxed,esmfold2,ESM
9hll_H_A,98.84733295934538,relaxed,esmfold2,ESM
9hml_H_A,78.12079191669667,relaxed,esmfold2,ESM
9ho4_H_A,99.35188633780874,relaxed,esmfold2,ESM
9ho5_H_A,98.4312465795344,relaxed,esmfold2,ESM
9ho6_H_A,98.4935241896976,relaxed,esmfold2,ESM
9ho6_H_B,98.69223642955572,relaxed,esmfold2,ESM
9imx_H_A,95.54868852545532,relaxed,esmfold2,ESM
9imx_H_B,95.70283046406574,relaxed,esmfold2,ESM
9imx_H_C,95.9309089887117,relaxed,esmfold2,ESM
9imx_H_D,96.25905736528031,relaxed,esmfold2,ESM
9isf_H_A,78.71513611387047,relaxed,esmfold2,ESM
9iya_H_A,78.41122580943495,relaxed,esmfold2,ESM
9j7y_H_A,93.92442503632287,relaxed,esmfold2,ESM
9j9z_H_A,76.29970377469289,relaxed,esmfold2,ESM
9jfu_H_A,66.12531532893401,relaxed,esmfold2,ESM
9jg0_H_A,63.569134719589535,relaxed,esmfold2,ESM
9jo9_H_A,98.6529359828205,relaxed,esmfold2,ESM
9jo9_H_B,98.55248394785328,relaxed,esmfold2,ESM
9jo9_H_C,98.56880452156908,relaxed,esmfold2,ESM
9jo9_H_D,98.5692820130047,relaxed,esmfold2,ESM
9jo9_H_E,98.8213780337641,relaxed,esmfold2,ESM
9jo9_H_F,98.96181587834847,relaxed,esmfold2,ESM
9jo9_H_G,98.83944103979138,relaxed,esmfold2,ESM
9jo9_I_A,98.38505797650242,relaxed,esmfold2,ESM
9jo9_I_B,98.86607583476442,relaxed,esmfold2,ESM
9jo9_I_C,98.86187368168753,relaxed,esmfold2,ESM
9jqt_H_A,97.79620125415616,relaxed,esmfold2,ESM
9jro_H_A,78.63655543298502,relaxed,esmfold2,ESM
9jrt_H_A,66.41070873086534,relaxed,esmfold2,ESM
9k94_H_A,98.54708836905634,relaxed,esmfold2,ESM
9k94_H_B,98.40033168998258,relaxed,esmfold2,ESM
9k94_H_C,98.26106493814348,relaxed,esmfold2,ESM
9k94_H_D,98.55961528414566,relaxed,esmfold2,ESM
9k94_H_E,98.43217909043874,relaxed,esmfold2,ESM
9knw_H_A,55.67051201289529,relaxed,esmfold2,ESM
9knx_H_A,43.4831783488437,relaxed,esmfold2,ESM
9kny_H_A,54.304133477087234,relaxed,esmfold2,ESM
9l9o_H_A,73.29749051075476,relaxed,esmfold2,ESM
9lh2_H_A,97.560389457943,relaxed,esmfold2,ESM
9lh2_H_B,98.4871926367119,relaxed,esmfold2,ESM
9lmo_H_A,67.3026675087441,relaxed,esmfold2,ESM
9lvb_H_A,77.17335935979875,relaxed,esmfold2,ESM
9m5d_H_A,95.8552838586885,relaxed,esmfold2,ESM
9min_H_A,96.29534645020853,relaxed,esmfold2,ESM
9my8_H_A,90.28944307679646,relaxed,esmfold2,ESM
9nn9_H_A,94.7375620948296,relaxed,esmfold2,ESM
9nn9_H_B,97.0515056587497,relaxed,esmfold2,ESM
9npt_H_A,18.579570637780527,relaxed,esmfold2,ESM
9npt_H_B,18.069761948734165,relaxed,esmfold2,ESM
9npt_H_C,17.88461044545249,relaxed,esmfold2,ESM
9o5s_H_A,97.4439068360144,relaxed,esmfold2,ESM
9o5s_H_B,97.82201449260263,relaxed,esmfold2,ESM
9obn_H_A,93.31992166422668,relaxed,esmfold2,ESM
9obn_H_B,94.57441084386268,relaxed,esmfold2,ESM
9opr_H_A,94.2340325644584,relaxed,esmfold2,ESM
9pee_H_A,74.46946820934347,relaxed,esmfold2,ESM
9pkv_H_A,91.04650899863545,relaxed,esmfold2,ESM
9pxu_H_A,79.64185797261804,relaxed,esmfold2,ESM
9qqs_H_A,39.8488189631502,relaxed,esmfold2,ESM
9qt3_H_A,98.24808562353589,relaxed,esmfold2,ESM
9qt3_H_B,97.42529180671916,relaxed,esmfold2,ESM
9qt3_H_C,96.4632050508678,relaxed,esmfold2,ESM
9qt3_H_D,98.19494238300928,relaxed,esmfold2,ESM
9qty_H_A,33.74375339230743,relaxed,esmfold2,ESM
9rma_H_A,96.25751756442986,relaxed,esmfold2,ESM
9rn6_H_A,92.98793369126275,relaxed,esmfold2,ESM
9rn6_H_B,86.54038570106745,relaxed,esmfold2,ESM
9rsj_H_A,70.46189074421527,relaxed,esmfold2,ESM
9shd_H_A,66.6987638528404,relaxed,esmfold2,ESM
9t9m_H_A,71.33906674766422,relaxed,esmfold2,ESM
9ulm_H_A,83.63425312039652,relaxed,esmfold2,ESM
9ulm_H_B,79.08052854795373,relaxed,esmfold2,ESM
9uln_H_A,90.47799293073142,relaxed,esmfold2,ESM
9uoc_H_A,96.71601554735764,relaxed,esmfold2,ESM
9uoc_H_B,96.08352221484624,relaxed,esmfold2,ESM
9uoc_H_C,95.81214452910908,relaxed,esmfold2,ESM
9uoc_H_D,91.2300058403542,relaxed,esmfold2,ESM
9uoi_H_A,98.26263253051592,relaxed,esmfold2,ESM
9uuf_H_A,92.21850204876608,relaxed,esmfold2,ESM
9uuf_H_B,84.18087158812492,relaxed,esmfold2,ESM
9v0o_H_A,93.87089047446231,relaxed,esmfold2,ESM
9v0o_H_B,93.88719187098756,relaxed,esmfold2,ESM
9v0o_H_C,93.75921299632354,relaxed,esmfold2,ESM
9v0o_H_D,92.82647151951872,relaxed,esmfold2,ESM
9wpi_H_A,98.3534738698104,relaxed,esmfold2,ESM
9xzx_H_A,89.33815862244137,relaxed,esmfold2,ESM
9xzx_H_B,91.91050601057007,relaxed,esmfold2,ESM
9yc3_H_A,79.95545821935984,relaxed,esmfold2,ESM
9yfu_H_A,61.18470959618448,relaxed,esmfold2,ESM
9ytd_H_A,97.7083008307485,relaxed,esmfold2,ESM
9ytf_H_A,98.4108736444776,relaxed,esmfold2,ESM
9yxd_H_A,95.87603135149664,relaxed,esmfold2,ESM
9z3j_H_A,95.29887341692556,relaxed,esmfold2,ESM
9zg5_H_A,98.49254791710128,relaxed,esmfold2,ESM
9zg5_H_B,96.4260832171319,relaxed,esmfold2,ESM
9zg5_H_C,96.4399687815402,relaxed,esmfold2,ESM
9zg5_H_D,96.29464156046213,relaxed,esmfold2,ESM
10zo_H_A,94.11781208894482,relaxed,opendde,OpenDDE
10zo_H_B,96.8853391011189,relaxed,opendde,OpenDDE
11ol_H_A,96.68240608382314,relaxed,opendde,OpenDDE
11oo_H_A,96.31727932377694,relaxed,opendde,OpenDDE
11oq_H_A,97.13764303634542,relaxed,opendde,OpenDDE
11or_H_A,94.1098584323546,relaxed,opendde,OpenDDE
11ou_H_A,93.92172220075712,relaxed,opendde,OpenDDE
11zw_H_A,92.02785613564214,relaxed,opendde,OpenDDE
1bzq_H_A,99.41859721115192,relaxed,opendde,OpenDDE
1bzq_H_B,99.26826030503186,relaxed,opendde,OpenDDE
1bzq_H_C,99.41431994149166,relaxed,opendde,OpenDDE
1bzq_H_D,99.3977751043336,relaxed,opendde,OpenDDE
1jto_H_A,99.11055528358835,relaxed,opendde,OpenDDE
1jto_H_B,98.46516706032736,relaxed,opendde,OpenDDE
1mel_H_A,99.08873128673716,relaxed,opendde,OpenDDE
1mel_H_B,98.74540382950616,relaxed,opendde,OpenDDE
1op9_H_A,98.92584531681533,relaxed,opendde,OpenDDE
1zmy_H_A,98.32949256845664,relaxed,opendde,OpenDDE
1zvh_H_A,97.97448488830646,relaxed,opendde,OpenDDE
1zvy_H_A,99.44067314991682,relaxed,opendde,OpenDDE
2p42_H_A,98.76703443906176,relaxed,opendde,OpenDDE
2p42_H_B,99.47064328341006,relaxed,opendde,OpenDDE
2p43_H_A,97.48611785548974,relaxed,opendde,OpenDDE
2p44_H_A,96.67671899386232,relaxed,opendde,OpenDDE
2p45_H_A,99.55327996868957,relaxed,opendde,OpenDDE
2p47_H_A,98.30017692183736,relaxed,opendde,OpenDDE
2p49_H_A,96.5028393940601,relaxed,opendde,OpenDDE
2p4a_H_A,99.52425768472575,relaxed,opendde,OpenDDE
2p4a_H_B,99.65540074788754,relaxed,opendde,OpenDDE
2vyr_H_A,97.86719843215324,relaxed,opendde,OpenDDE
2vyr_H_C,96.57699885721016,relaxed,opendde,OpenDDE
2vyr_H_D,98.27617119910428,relaxed,opendde,OpenDDE
2xv6_H_A,97.3935643660024,relaxed,opendde,OpenDDE
2xv6_H_B,92.06212160649882,relaxed,opendde,OpenDDE
3cfi_H_A,90.32973520283252,relaxed,opendde,OpenDDE
3cfi_H_B,89.53318412356778,relaxed,opendde,OpenDDE
3cfi_H_C,87.31126999268896,relaxed,opendde,OpenDDE
3cfi_H_D,87.51018119427042,relaxed,opendde,OpenDDE
3g9a_H_A,99.66548742738128,relaxed,opendde,OpenDDE
3k1k_H_A,96.89075674105425,relaxed,opendde,OpenDDE
3k1k_H_B,96.55935105847324,relaxed,opendde,OpenDDE
3k74_H_A,98.1185405058404,relaxed,opendde,OpenDDE
3k7u_H_A,86.73302658755469,relaxed,opendde,OpenDDE
3k80_H_A,88.26943237725811,relaxed,opendde,OpenDDE
3k80_H_B,87.22696691386459,relaxed,opendde,OpenDDE
3ogo_H_A,99.46672352332143,relaxed,opendde,OpenDDE
3p9w_H_A,93.5939161912715,relaxed,opendde,OpenDDE
3p9w_H_B,92.61183593847288,relaxed,opendde,OpenDDE
3p9w_H_C,96.21508580282854,relaxed,opendde,OpenDDE
3p9w_H_D,94.29801562983998,relaxed,opendde,OpenDDE
3qsk_H_A,96.92499248373882,relaxed,opendde,OpenDDE
3zhd_H_A,92.42088794548036,relaxed,opendde,OpenDDE
4dk3_H_A,89.29158312674278,relaxed,opendde,OpenDDE
4dk3_H_B,31.771440499485728,relaxed,opendde,OpenDDE
4dk6_H_A,68.42693881581879,relaxed,opendde,OpenDDE
4dk6_H_B,85.12936485985432,relaxed,opendde,OpenDDE
4eig_H_A,97.26965773237198,relaxed,opendde,OpenDDE
4eiz_H_A,97.43078173725976,relaxed,opendde,OpenDDE
4eiz_H_B,97.8004500817211,relaxed,opendde,OpenDDE
4ej1_H_A,98.22127257071212,relaxed,opendde,OpenDDE
4ej1_H_B,98.48468609579274,relaxed,opendde,OpenDDE
4fhb_H_A,98.43097091627304,relaxed,opendde,OpenDDE
4hep_H_A,83.76195167667092,relaxed,opendde,OpenDDE
4ios_H_A,98.27611254571572,relaxed,opendde,OpenDDE
4kml_H_A,88.86928986497915,relaxed,opendde,OpenDDE
4n9o_H_A,89.49201768250963,relaxed,opendde,OpenDDE
4nbx_H_A,97.85529810147877,relaxed,opendde,OpenDDE
4nby_H_A,98.38643861683248,relaxed,opendde,OpenDDE
4nby_H_B,95.66912507071584,relaxed,opendde,OpenDDE
4nbz_H_A,97.4617460154921,relaxed,opendde,OpenDDE
4nbz_H_B,97.67851627195844,relaxed,opendde,OpenDDE
4nc0_H_A,97.16325518989684,relaxed,opendde,OpenDDE
4nc1_H_A,95.02900692420496,relaxed,opendde,OpenDDE
4nc1_H_B,96.13127879549114,relaxed,opendde,OpenDDE
4nc1_H_C,95.15410444122143,relaxed,opendde,OpenDDE
4nc1_H_D,97.2359818383506,relaxed,opendde,OpenDDE
4nc2_H_A,89.28379987704945,relaxed,opendde,OpenDDE
4orz_H_A,83.0775503269891,relaxed,opendde,OpenDDE
4pgj_H_A,98.67725542905512,relaxed,opendde,OpenDDE
4pgj_H_B,98.84104998335732,relaxed,opendde,OpenDDE
4pou_H_A,95.26575322915278,relaxed,opendde,OpenDDE
4qo1_H_A,98.91883178924456,relaxed,opendde,OpenDDE
4s10_H_A,97.3706527497618,relaxed,opendde,OpenDDE
4s10_H_B,97.20082081334404,relaxed,opendde,OpenDDE
4u3x_H_A,98.69137645482994,relaxed,opendde,OpenDDE
4u3x_H_B,98.45940170535106,relaxed,opendde,OpenDDE
4w2q_H_A,84.3260993031682,relaxed,opendde,OpenDDE
4w2q_H_B,92.8814323109327,relaxed,opendde,OpenDDE
4w2q_H_C,77.82161777216052,relaxed,opendde,OpenDDE
4w2q_H_D,94.64918409495856,relaxed,opendde,OpenDDE
4w6w_H_A,97.9445366217371,relaxed,opendde,OpenDDE
4w6x_H_A,98.445585686035,relaxed,opendde,OpenDDE
4weu_H_A,90.12565356793624,relaxed,opendde,OpenDDE
4weu_H_B,98.01498755984866,relaxed,opendde,OpenDDE
4y7m_H_A,97.62175234584753,relaxed,opendde,OpenDDE
4y7m_H_B,96.74197853653234,relaxed,opendde,OpenDDE
5bop_H_A,31.01955291876314,relaxed,opendde,OpenDDE
5bop_H_B,36.88841582161551,relaxed,opendde,OpenDDE
5c2u_H_A,39.77521063126061,relaxed,opendde,OpenDDE
5dmj_H_A,44.03042415149592,relaxed,opendde,OpenDDE
5dmj_H_B,37.47424191821607,relaxed,opendde,OpenDDE
5dmj_H_C,47.08676403396029,relaxed,opendde,OpenDDE
5e0q_H_A,96.98129472873012,relaxed,opendde,OpenDDE
5e5m_H_A,98.55626545912584,relaxed,opendde,OpenDDE
5e5m_H_B,96.73384252786748,relaxed,opendde,OpenDDE
5e5m_H_C,97.125618442425,relaxed,opendde,OpenDDE
5e5m_H_D,95.2937385809529,relaxed,opendde,OpenDDE
5f1k_H_A,98.1233544767804,relaxed,opendde,OpenDDE
5f1k_H_B,99.01018259045172,relaxed,opendde,OpenDDE
5f1o_H_A,98.31914486816687,relaxed,opendde,OpenDDE
5fv2_H_A,93.05811525851465,relaxed,opendde,OpenDDE
5fv2_H_B,93.91305485068348,relaxed,opendde,OpenDDE
5fv2_H_C,94.94034780545944,relaxed,opendde,OpenDDE
5g5r_H_A,95.8584170261165,relaxed,opendde,OpenDDE
5g5x_H_A,94.84139332152644,relaxed,opendde,OpenDDE
5h8o_H_A,62.45336095015573,relaxed,opendde,OpenDDE
5ihl_H_A,46.31429292006317,relaxed,opendde,OpenDDE
5ihl_H_B,40.58609212833394,relaxed,opendde,OpenDDE
5imk_H_A,95.17865176251162,relaxed,opendde,OpenDDE
5iml_H_A,98.2784694798637,relaxed,opendde,OpenDDE
5ip4_H_A,79.6587464210913,relaxed,opendde,OpenDDE
5ip4_H_B,82.25070340399331,relaxed,opendde,OpenDDE
5ja8_H_A,87.12063924631069,relaxed,opendde,OpenDDE
5lhr_H_A,98.48195348126649,relaxed,opendde,OpenDDE
5m2m_H_A,97.40039759663908,relaxed,opendde,OpenDDE
5m2m_H_B,96.74800942513646,relaxed,opendde,OpenDDE
5m2m_H_C,97.03847297000276,relaxed,opendde,OpenDDE
5m2m_H_D,96.75386576865112,relaxed,opendde,OpenDDE
5m2m_H_E,96.885643589193,relaxed,opendde,OpenDDE
5m2m_H_F,95.5472133820048,relaxed,opendde,OpenDDE
5mp2_H_A,15.844052779393802,relaxed,opendde,OpenDDE
5mp2_H_B,17.141142891983844,relaxed,opendde,OpenDDE
5n88_H_A,94.15373362330756,relaxed,opendde,OpenDDE
5n88_H_B,96.70850608023606,relaxed,opendde,OpenDDE
5o2u_H_A,95.5476287536047,relaxed,opendde,OpenDDE
5o2u_H_B,93.62832304378117,relaxed,opendde,OpenDDE
5ocl_H_A,82.76877606376142,relaxed,opendde,OpenDDE
5ocl_H_B,98.30790441905556,relaxed,opendde,OpenDDE
5ocl_H_C,91.87469429760364,relaxed,opendde,OpenDDE
5ocl_H_D,96.06935557810546,relaxed,opendde,OpenDDE
5ocl_H_E,95.31819855024614,relaxed,opendde,OpenDDE
5ocl_H_F,94.9812285739521,relaxed,opendde,OpenDDE
5ocl_H_G,98.9772215358099,relaxed,opendde,OpenDDE
5ocl_I_A,78.87005346347364,relaxed,opendde,OpenDDE
5ovw_H_A,97.83409491660066,relaxed,opendde,OpenDDE
5sv3_H_A,97.24259618307704,relaxed,opendde,OpenDDE
5sv3_H_B,97.21155744525448,relaxed,opendde,OpenDDE
5vxm_H_A,81.25139728793042,relaxed,opendde,OpenDDE
6app_H_A,98.94642878170042,relaxed,opendde,OpenDDE
6c5w_H_A,53.746219984234585,relaxed,opendde,OpenDDE
6dbf_H_A,99.34828253533368,relaxed,opendde,OpenDDE
6ey0_H_A,88.9196391301357,relaxed,opendde,OpenDDE
6ey0_H_B,90.62103625351074,relaxed,opendde,OpenDDE
6ey0_H_C,91.30847622657926,relaxed,opendde,OpenDDE
6ey0_H_D,90.94957045856803,relaxed,opendde,OpenDDE
6gjq_H_A,94.225305960062,relaxed,opendde,OpenDDE
6gjq_H_B,94.55931010775907,relaxed,opendde,OpenDDE
6gjq_H_C,94.79997581013812,relaxed,opendde,OpenDDE
6gjq_H_D,94.87301888363598,relaxed,opendde,OpenDDE
6gjs_H_A,95.05258505309138,relaxed,opendde,OpenDDE
6gjs_H_B,96.4870448258762,relaxed,opendde,OpenDDE
6gju_H_A,90.66750544871208,relaxed,opendde,OpenDDE
6gju_H_B,91.28347420530928,relaxed,opendde,OpenDDE
6gk4_H_A,97.8083096014026,relaxed,opendde,OpenDDE
6gk4_H_B,96.44070031948236,relaxed,opendde,OpenDDE
6ir1_H_A,98.71983752510678,relaxed,opendde,OpenDDE
6ir2_H_A,99.08206660816538,relaxed,opendde,OpenDDE
6jri_H_A,88.36478230025664,relaxed,opendde,OpenDDE
6jri_H_B,90.76781461008952,relaxed,opendde,OpenDDE
6jri_H_C,91.66889428116708,relaxed,opendde,OpenDDE
6jri_H_D,91.19674273379675,relaxed,opendde,OpenDDE
6lr7_H_A,95.0674485827316,relaxed,opendde,OpenDDE
